Did Promotion Run?,In-Store Date End,In-Store Date Start,PPG,Plan Accounts,Promo type,Promotion Key,Promotion Name,Promotion Status,Promotion mechanism,Retailer,CustHierarchyNum,Manual Start Date,Manual End Date
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,ALB - SFWY SOUTHWEST (PG),Temp Price Reduction,2410200000003688LIVE,"202501-202505 - 20250101 - 20250128 - ALB - SFWY SOUTHWEST (PG) - Temp Price Reduction - Trade Promotion - 2 for $6 - 3688, Seeds of Change January Promotion",130 - Finished - Evaluated,2 for $6,ALBSouthWest,41136080,2025-01-01,2025-01-28
YES,2025-05-03,2025-04-26,SOC RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000003462LIVE,"202516-202520 - 2025-04-18 00:00:00 - 2025-05-16 00:00:00 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - 2 for $6 - Requires Re-Approval - 3462, 2025 SOC TPR 2/$6  4/26 to 5/22",130 - Finished - Evaluated,2 for $6,Publix,41135850,2025-04-26,2025-05-16
YES,2025-05-03,2025-04-26,SOC RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000003427LIVE,"202542-202544 - 2025-10-16 00:00:00 - 2025-10-31 00:00:00 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - 2 for $6 - 3427, 2025 SOC 2/$6 tpr",130 - Finished - Evaluated,2 for $6,Publix,41135850,2025-09-20,2025-10-10
YES,2025-01-11,2024-12-07,BEN DRY REG PLN 2LB,WAKEFERN (PG),Temp Price Reduction,2410200000003395LIVE,"202415-202417 - 20240407 - 20240427 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - 2 for $7 - 3395, 2lb ad CM wouldnt pull",130 - Finished - Evaluated,2 for $7,ShopRite,41135870,2024-04-14,2024-05-04
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,ALB - SFWY MID-ATLANTIC (PG),Temp Price Reduction,2410200000003981LIVE,"202501-202505 - 20250101 - 20250131 - ALB - SFWY MID-ATLANTIC (PG) - Temp Price Reduction - Trade Promotion - 2 for $7 - SOC Jan Big Book - 3981, Jan. Big Book SoC",130 - Finished - Evaluated,2 for $7,ALBMidAtlantic,41136072,2024-12-27,2025-01-23
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,ALB - SFWY SHAWS (PG),Temp Price Reduction,2410200000003985LIVE,"202501-202505 - 20250101 - 20250131 - ALB - SFWY SHAWS (PG) - Temp Price Reduction - Trade Promotion - 2 for $7 - Requires Re-Approval - 3985, Jan. SOC Big Book",130 - Finished - Evaluated,2 for $7,ALBShaws,41136075,2025-01-08,2025-02-06
YES,2021-10-30,2021-09-25,BEN RTH 8.5-8.8Z,ALB - SFWY SOUTHWEST (PG),Temp Price Reduction,2410200000001706LIVE,"202140-202141 - 20211006 - 20211012 - ALB - SFWY SOUTHWEST (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - replaces Event 1124, Requires Re-Approval - 1706, SW BBS + End Cap Display",130 - Finished - Evaluated,3 for $6,ALBSouthWest,41136080,2021-09-25,2021-10-30
YES,2022-03-12,2022-02-19,BEN DRY FLVR 6-6.2Z,ALB - SFWY SOUTHERN CAL (PG),Temp Price Reduction,2410200000001535LIVE,202207-202210 - 20220216 - 20220308 - ALB - SFWY SOUTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - BBS - 1535,130 - Finished - Evaluated,3 for $6,ALBSoCal,41136078,2022-02-19,2022-03-12
YES,2022-03-12,2022-02-19,BEN RTH 8.5-8.8Z,ALB - SFWY SOUTHERN CAL (PG),Temp Price Reduction,2410200000001535LIVE,202207-202210 - 20220216 - 20220308 - ALB - SFWY SOUTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - BBS - 1535,130 - Finished - Evaluated,3 for $6,ALBSoCal,41136078,2022-02-19,2022-03-12
YES,2022-04-16,2022-04-09,BEN RTH 8.5-8.8Z,ALB - SFWY INTERMOUNTAIN (PG),Temp Price Reduction,2410200000001612LIVE,202215-202216 - 20220403 - 20220419 - ALB - SFWY INTERMOUNTAIN (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 2022 Easter - 1612,130 - Finished - Evaluated,3 for $6,ALBIntermountain,41136077,2022-04-09,2022-04-16
YES,2022-04-16,2022-04-09,BEN DRY FLVR 6-6.2Z,ALB - SFWY SOUTHERN CAL (PG),Temp Price Reduction,2410200000001898LIVE,202214-202215 - 20220406 - 20220412 - ALB - SFWY SOUTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 1898,130 - Finished - Evaluated,3 for $6,ALBSoCal,41136078,2022-04-09,2022-04-16
YES,2022-04-16,2022-04-09,BEN RTH 8.5-8.8Z,ALB - SFWY SOUTHERN CAL (PG),Temp Price Reduction,2410200000001898LIVE,202214-202215 - 20220406 - 20220412 - ALB - SFWY SOUTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 1898,130 - Finished - Evaluated,3 for $6,ALBSoCal,41136078,2022-04-09,2022-04-16
YES,2022-05-14,2022-05-07,BEN RTH 8.5-8.8Z,ALB - SFWY PORTLAND (PG),Temp Price Reduction,2410200000001957LIVE,202219 - 20220501 - 20220510 - ALB - SFWY PORTLAND (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - Requires Re-Approval - 1957,130 - Finished - Evaluated,3 for $6,ALBPortland,41136069,2022-05-07,2022-05-14
YES,2022-06-25,2022-06-11,BEN RTH 8.5-8.8Z,ALB - SFWY SEATTLE (PG),Temp Price Reduction,2410200000001565LIVE,202224-202225 - 20220605 - 20220621 - ALB - SFWY SEATTLE (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 2022 Summer - 1565,130 - Finished - Evaluated,3 for $6,ALBSeattle,41136067,2022-06-11,2022-06-25
YES,2022-07-09,2022-06-11,BEN DRY FLVR 6-6.2Z,ALB - SFWY SOUTHWEST (PG),Temp Price Reduction,2410200000001590LIVE,"202224-202225 - 20220605 - 20220621 - ALB - SFWY SOUTHWEST (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 2022 Summer, Requires Re-Approval - 1590",130 - Finished - Evaluated,3 for $6,ALBSouthWest,41136080,2022-06-11,2022-07-09
YES,2022-07-09,2022-06-11,BEN RTH 8.5-8.8Z,ALB - SFWY SOUTHWEST (PG),Temp Price Reduction,2410200000001590LIVE,"202224-202225 - 20220605 - 20220621 - ALB - SFWY SOUTHWEST (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 2022 Summer, Requires Re-Approval - 1590",130 - Finished - Evaluated,3 for $6,ALBSouthWest,41136080,2022-06-11,2022-07-09
YES,2022-06-18,2022-06-11,BEN RTH 8.5-8.8Z,ALB - SFWY PORTLAND (PG),Temp Price Reduction,2410200000001599LIVE,202223-202224 - 20220608 - 20220614 - ALB - SFWY PORTLAND (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 2022 Summer - 1599,130 - Finished - Evaluated,3 for $6,ALBPortland,41136069,2022-06-11,2022-06-18
YES,2022-06-18,2022-06-11,BEN DRY FLVR 6-6.2Z,ALB - SFWY DENVER (PG),Temp Price Reduction,2410200000001617LIVE,202224-202225 - 20220605 - 20220621 - ALB - SFWY DENVER (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 2022 Summer - 1617,130 - Finished - Evaluated,3 for $6,ALBDenver,41136068,2022-06-11,2022-06-18
YES,2022-06-18,2022-06-11,BEN RTH 8.5-8.8Z,ALB - SFWY DENVER (PG),Temp Price Reduction,2410200000001617LIVE,202224-202225 - 20220605 - 20220621 - ALB - SFWY DENVER (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 2022 Summer - 1617,130 - Finished - Evaluated,3 for $6,ALBDenver,41136068,2022-06-11,2022-06-18
YES,2022-09-03,2022-08-27,BEN RTH 8.5-8.8Z,MEIJER (PG),Temp Price Reduction,2410200000001718LIVE,"202135 - 20210822 - 20210904 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 1718, 2021 Meijer Aug 22 Bens RTH 3/$6 promo",130 - Finished - Evaluated,3 for $6,Meijer,41135846,2022-08-27,2022-09-03
YES,2022-10-01,2022-09-03,BEN DRY FLVR 6-6.2Z,ALB - SFWY DENVER (PG),Temp Price Reduction,2410200000001621LIVE,"202236-202239 - 20220828 - 20220927 - ALB - SFWY DENVER (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 2022 Sept BBS, P9 Moment - 1621",130 - Finished - Evaluated,3 for $6,ALBDenver,41136068,2022-09-03,2022-10-01
YES,2022-10-01,2022-09-03,BEN RTH 8.5-8.8Z,ALB - SFWY DENVER (PG),Temp Price Reduction,2410200000001621LIVE,"202236-202239 - 20220828 - 20220927 - ALB - SFWY DENVER (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 2022 Sept BBS, P9 Moment - 1621",130 - Finished - Evaluated,3 for $6,ALBDenver,41136068,2022-09-03,2022-10-01
YES,2022-10-22,2022-10-15,BEN DRY FLVR 6-6.2Z,PUBLIX (PG),Temp Price Reduction,2410200000001652LIVE,"202234-202235 - 20220822 - 20220829 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 1652, 2022 Publix RR/FG 3/$7 AD 9-8 to 9-14",130 - Finished - Evaluated,3 for $6,Publix,41135850,2022-10-15,2022-10-22
YES,2022-10-22,2022-10-15,BEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000001652LIVE,"202234-202235 - 20220822 - 20220829 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 1652, 2022 Publix RR/FG 3/$7 AD 9-8 to 9-14",130 - Finished - Evaluated,3 for $6,Publix,41135850,2022-10-15,2022-10-22
YES,2022-12-24,2022-12-10,BEN DRY FLVR 6-6.2Z,ALB - SFWY DENVER (PG),Temp Price Reduction,2410200000001620LIVE,202249-202251 - 20221207 - 20221220 - ALB - SFWY DENVER (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 2022 Holiday - 1620,130 - Finished - Evaluated,3 for $6,ALBDenver,41136068,2022-12-10,2022-12-24
YES,2022-12-24,2022-12-10,BEN RTH 8.5-8.8Z,ALB - SFWY DENVER (PG),Temp Price Reduction,2410200000001620LIVE,202249-202251 - 20221207 - 20221220 - ALB - SFWY DENVER (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 2022 Holiday - 1620,130 - Finished - Evaluated,3 for $6,ALBDenver,41136068,2022-12-10,2022-12-24
YES,2022-12-24,2022-12-10,BEN RTH FAM SIZE,ALB - SFWY DENVER (PG),Temp Price Reduction,2410200000001620LIVE,202249-202251 - 20221207 - 20221220 - ALB - SFWY DENVER (PG) - Temp Price Reduction - Trade Promotion - 3 for $6 - 2022 Holiday - 1620,130 - Finished - Evaluated,3 for $6,ALBDenver,41136068,2022-12-10,2022-12-24
YES,2022-10-01,2022-09-03,BEN DRY FLVR 6-6.2Z,ALB - SFWY NORTHERN CAL (PG),Temp Price Reduction,2410200000001560LIVE,"202235-202239 - 20220831 - 20220927 - ALB - SFWY NORTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - 3 for $7 - 2022 Sept BBS, P9 Moment - 1560",130 - Finished - Evaluated,3 for $7,ALBNorCal,41136079,2022-09-03,2022-10-01
YES,2022-10-01,2022-09-03,BEN RTH 8.5-8.8Z,ALB - SFWY NORTHERN CAL (PG),Temp Price Reduction,2410200000001560LIVE,"202235-202239 - 20220831 - 20220927 - ALB - SFWY NORTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - 3 for $7 - 2022 Sept BBS, P9 Moment - 1560",130 - Finished - Evaluated,3 for $7,ALBNorCal,41136079,2022-09-03,2022-10-01
YES,2025-03-01,2025-01-25,BEN TEN RTH 8.5-8.8Z,MEIJER (PG),Temp Price Reduction,2410200000002041LIVE,"202346-202348 - 20231105 - 20231202 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - 3 for $7 - 2041, Q4 Recipe Box - Bens 10",130 - Finished - Evaluated,3 for $7,Meijer,41135846,2023-11-05,2023-11-05
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000002919LIVE,"202414 - 20240324 - 20240406 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - 3 for $7 - Requires Re-Approval - 2919, Easter 2024 3/$7 RTH Promo",130 - Finished - Evaluated,3 for $7,ShopRite,41135870,2024-03-10,2024-03-30
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000002922LIVE,"202441 - 20240929 - 20241012 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - 3 for $7 - 2922, October 3/$7 Promo",130 - Finished - Evaluated,3 for $7,ShopRite,41135870,2024-09-15,2024-10-12
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000002924LIVE,"202446 - 20241103 - 20241116 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - 3 for $7 - 2924, Nov 24 3/$7 RTH Promo",130 - Finished - Evaluated,3 for $7,ShopRite,41135870,2024-10-27,2024-11-30
YES,2025-05-10,2025-05-03,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000003574LIVE,"202501-202514 - 2025-01-01 00:00:00 - 2025-03-31 00:00:00 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - 3 for $7 - 3574, Shoprite BMSM 3/$7 Q1",130 - Finished - Evaluated,3 for $7,ShopRite,41135870,2025-01-01,2025-03-31
YES,2025-05-10,2025-05-03,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000003575LIVE,"202514-202527 - 2025-04-01 00:00:00 - 2025-06-30 00:00:00 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - 3 for $7 - 3575, Shoprite BMSM 3/$7 Q2",130 - Finished - Evaluated,3 for $7,ShopRite,41135870,2025-04-01,2025-06-30
YES,2025-05-10,2025-05-03,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000003391LIVE,"202527-202540 - 2025-06-29 00:00:00 - 2025-09-30 00:00:00 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - 3 for $7 - 3391, Shoprite BMSM 3/$7 Q3",130 - Finished - Evaluated,3 for $7,ShopRite,41135870,2025-06-29,2025-09-30
YES,2022-09-03,2022-08-06,BEN RTH 8.5-8.8Z,TARGET (PG),Temp Price Reduction,2410200000002414LIVE,"202231-202235 - 20220801 - 20220828 - TARGET (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 2414, Copy of Promo 1287 for Claims",130 - Finished - Evaluated,Buy 1 Get 1,Target,41135853,2022-08-06,2022-09-03
YES,2022-09-17,2022-09-10,BEN DRY REG PLN 5LB,PUBLIX (PG),Temp Price Reduction,2410200000001659LIVE,"202236-202237 - 20220905 - 20220912 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 1659, 2022 Publix BEN'S 5lb BOGO 9-22 to 0-28",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2022-09-10,2022-09-17
YES,2022-10-01,2022-09-24,BEN DRY REG PLN 5LB,PUBLIX (PG),Temp Price Reduction,2410200000001657LIVE,"202231-202232 - 20220801 - 20220808 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 1657, 2022 Publix BEN'S 5lb BOGO 8-18 to 8-24",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2022-09-24,2022-10-01
YES,2022-12-24,2022-12-17,BEN DRY REG PLN 5LB,PUBLIX (PG),Temp Price Reduction,2410200000001660LIVE,"202244-202245 - 20221031 - 20221109 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 1660, 2022 Publix BEN'S 5lb BOGO 11-17 to 11-25",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2022-11-17,2022-11-24
YES,2022-12-10,2022-12-03,BEN DRY REG PLN 2LB,PUBLIX (PG),Temp Price Reduction,2410200000002033LIVE,"202248 - 20221120 - 20221128 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 2033, 2022 Publix Q4 2lb BOGO AD",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2022-12-01,2022-12-07
YES,2022-12-10,2022-12-03,BEN DRY REG PLN 2LB,PUBLIX (PG),Temp Price Reduction,2410200000002098LIVE,"202234-202235 - 20220822 - 20220829 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 2098, 2022 Publix 2lb CBR Super Feature AD",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2022-12-03,2022-12-10
YES,2025-01-11,2024-12-07,BEN DRY REG PLN 5LB,PUBLIX (PG),Temp Price Reduction,2410200000001655LIVE,"202247-202248 - 20221121 - 20221128 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 1655, 2022 Publix BEN'S 5lb BOGO 1-27 to 2-2",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2022-12-15,2022-12-25
YES,2025-01-11,2024-12-07,BEN DRY REG PLN 5LB,PUBLIX (PG),Temp Price Reduction,2410200000002222LIVE,"202302-202303 - 20230109 - 20230116 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 2222, 2023 Publix 1-26 to 2-1 5lb BOGO",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2023-02-09,2023-02-15
YES,2023-03-25,2023-03-18,BEN DRY REG PLN 5LB,PUBLIX (PG),Temp Price Reduction,2410200000002223LIVE,"202311-202312 - 20230313 - 20230320 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 2223, 2023 Publix 3-13 to 3-20 5lb BOGO",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2023-03-23,2023-03-29
YES,2023-05-13,2023-05-06,BEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000002469LIVE,202318-202319 - 20230501 - 20230508 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 2469,130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2023-05-18,2023-05-24
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000002583LIVE,"202347-202349 - 20231123 - 20231207 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 2583, Ben's RTH Buy One Get One",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2023-12-07,2023-12-13
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000002599LIVE,"202405-202408 - 20240129 - 20240224 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 2599, 2024 2/10-2/24 SOC Extra Savings BOGO",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2024-02-10,2024-02-24
YES,2024-04-06,2024-03-23,BEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000002606LIVE,"202410-202412 - 20240304 - 20240321 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 2606, Ben's RTH Buy One Get One 3/21",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2024-03-21,2024-03-31
YES,2025-03-01,2025-01-25,BEN TEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000002606LIVE,"202410-202412 - 20240304 - 20240321 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 2606, Ben's RTH Buy One Get One 3/21",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2024-03-21,2024-03-31
YES,2025-01-11,2024-12-07,BEN DRY REG PLN 5LB,PUBLIX (PG),Temp Price Reduction,2410200000002605LIVE,"202431-202432 - 20240801 - 20240808 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 2605, 2024 Publix 8/15-9/21 5lb BOGO",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2024-08-15,2024-09-21
YES,2024-09-21,2024-09-14,BEN RISOTTO RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000003383LIVE,"202435-202436 - 20240829 - 20240905 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 3383, Ben's RTH Buy One Get One 9/12-9/18",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2024-09-12,2024-09-18
YES,2025-03-01,2025-01-25,BEN TEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000003383LIVE,"202435-202436 - 20240829 - 20240905 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 3383, Ben's RTH Buy One Get One 9/12-9/18",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2024-09-12,2024-09-18
YES,2025-01-11,2024-12-07,BEN DRY REG PLN 5LB,PUBLIX (PG),Temp Price Reduction,2410200000002620LIVE,"202436-202437 - 20240905 - 20240912 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 2620, 2024 Publix 9-19 to 9-25 5lb BOGO",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2024-09-19,2024-09-25
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000004020LIVE,"202443-202444 - 20241013 - 20241031 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - Requires Re-Approval - 4020, SOC BOGO 10/31 to 11/6",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2024-10-31,2024-11-06
YES,2025-01-11,2024-12-07,BEN DRY REG PLN 5LB,PUBLIX (PG),Temp Price Reduction,2410200000002621LIVE,"202445-202446 - 20241107 - 20241113 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 2621, 2024 Publix 11-21 to 11-27 5lbThanksgiving BOGO",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2024-11-21,2024-11-27
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000002610LIVE,"202447-202449 - 20241122 - 20241205 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 2610, Ben's RTH Buy One Get One 12/5 to 12/11",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2024-12-05,2024-12-11
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000004116LIVE,"202448-202450 - 20241128 - 20241212 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 4116, SOC BOGO 12/12 to 12/18",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2024-12-12,2024-12-18
YES,2025-03-01,2025-02-22,BEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000003420LIVE,"202506-202508 - 20250206 - 20250220 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 3420, Ben's RTH BOGO 2-20 to 2-26",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2025-02-20,2025-02-26
YES,2025-03-01,2025-01-25,BEN TEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000003420LIVE,"202506-202508 - 20250206 - 20250220 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 3420, Ben's RTH BOGO 2-20 to 2-26",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2025-02-20,2025-02-26
YES,2025-05-10,2025-05-03,BEN DRY FLVR 6-6.2Z,PUBLIX (PG),Temp Price Reduction,2410200000003482LIVE,"202531-202533 - 2025-07-31 00:00:00 - 2025-08-14 00:00:00 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - Buy 1 Get 1 - 3482, Ben's RTH Buy One Get One 8/14 to 8/20",130 - Finished - Evaluated,Buy 1 Get 1,Publix,41135850,2025-08-14,2025-08-20
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000003214LIVE,"202351-202352 - 20231218 - 20231230 - DELHAIZE (PG) - Temp Price Reduction - Trade Promotion - Buy 2 Get 1 - Requires Re-Approval - 3214, Food Lion B2G1 Bens Pouch program- Jan 3 activity",130 - Finished - Evaluated,Buy 2 Get 1,FoodLion,41135851,2024-01-03,2024-01-16
YES,2021-10-09,2021-09-25,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000001889LIVE,"202138-202140 - 20210912 - 20211003 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Buy 3 Get 1 - Ben's RTH 5x Digital $1 off 3 - 1889, Ben's RTH 5x Digital $1 off 3 P9W2 to P9W3",130 - Finished - Evaluated,Buy 3 Get 1,Kroger,41135845,2021-09-25,2021-10-09
YES,2021-10-09,2021-09-25,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000001889LIVE,"202138-202140 - 20210912 - 20211003 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Buy 3 Get 1 - Ben's RTH 5x Digital $1 off 3 - 1889, Ben's RTH 5x Digital $1 off 3 P9W2 to P9W3",130 - Finished - Evaluated,Buy 3 Get 1,KrogerFoodLess,41135845,2021-09-25,2021-10-09
YES,2021-10-09,2021-09-25,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000001889LIVE,"202138-202140 - 20210912 - 20211003 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Buy 3 Get 1 - Ben's RTH 5x Digital $1 off 3 - 1889, Ben's RTH 5x Digital $1 off 3 P9W2 to P9W3",130 - Finished - Evaluated,Buy 3 Get 1,KrogerFredMeyer,41135845,2021-09-25,2021-10-09
YES,2021-10-09,2021-09-25,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000001889LIVE,"202138-202140 - 20210912 - 20211003 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Buy 3 Get 1 - Ben's RTH 5x Digital $1 off 3 - 1889, Ben's RTH 5x Digital $1 off 3 P9W2 to P9W3",130 - Finished - Evaluated,Buy 3 Get 1,KrogerFrys,41135845,2021-09-25,2021-10-09
YES,2021-10-09,2021-09-25,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000001889LIVE,"202138-202140 - 20210912 - 20211003 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Buy 3 Get 1 - Ben's RTH 5x Digital $1 off 3 - 1889, Ben's RTH 5x Digital $1 off 3 P9W2 to P9W3",130 - Finished - Evaluated,Buy 3 Get 1,KrogerKingSoopers,41135845,2021-09-25,2021-10-09
YES,2021-10-09,2021-09-25,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000001889LIVE,"202138-202140 - 20210912 - 20211003 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Buy 3 Get 1 - Ben's RTH 5x Digital $1 off 3 - 1889, Ben's RTH 5x Digital $1 off 3 P9W2 to P9W3",130 - Finished - Evaluated,Buy 3 Get 1,KrogerRalphs,41135845,2021-09-25,2021-10-09
